X,text
2070,HimachalCongress to hold statewide protest against Demonetization decision taken in haste with
2071,One of the silver lining of Demonetization is waiving off the toll The toll plazas are a breeze Love it
2072,Smt nsitharaman to meet exporters on Mondayto discuss issues related to the impact of demonetizationDoCGoI
2073,"This is like Blaming each other for Demonetization

 Kejriwal"
2074,Ambit Capitals much touted prediction of a sharp drop in GDP growth due to demonetization is bunk as I explain
2075,Learn how retailers in India are fighting against Demonetization and starting their DigitalDukan
2076,"Since Demonetization was announced i have been living like i used to when i was doing engineering
Havent taken any notes"
2077,If Demonetization had happened in UPA Govt amp anything like this happened Sanghis would’ve Accused Congress of Fun…
2078,aamirkhans wife KiranRao REACTS to PM narendramodis demonetization move
2079,"demonetization iamwithmodi
please participate and give your thumbs up
bhavnapb rahulroushan rishibagreeashokepand…"
2080,narendramodi IndianExpress Also ppl actually facing problems are not literate to understand the functioning of apps demonetization
2081,ANInews Demonetization effect
2082,The Modi Government did not do any homework or ground work before its deMonetization declaration
2083,demonetization is worlds first proletariat revolution by a right wing political party
2084,Indias Central Bank comes up with more rules on DemonetizationLatest on how much cash you get for marriages…
2085,"demonetization iamwithmodi
please participate and give your thumbs up
bhavnapb rahulroushan rishibagree…"
2086,DemonetizationUB ke note Chang karne Wale Jo log bank line mei Lage hain unme se mostly black money walo ke rental admi hain
2087,"First and foremost there should be a clear guideline and arrangements for people without bank accounts
demonetization…"
2088,BookMyChotu lets you hire helpers for standing in ATM queues
2089,NDA Government after declaring its demonetization plan has not been able to devise any means to mitigate the suffering…
2090,More business for PayTM whose owners have clearly got friends in all the right places DeMonetisation…
2091,PM must take part in a debate on demonetization in Parliament His refusal to do so should be considered a contempt of this institution
2092,"Thanks To Modi edUAUBDedUBUFedUAUBDedUBUF
Due Demonetization I could able to control my expenses and saved some amount of money from pastdays

Think positive"
2093,Indian Banks New Name After the Demonetization Move edUAUBDedUBUCedUAUBDedUBU
2094,Effects of Demonetization
2095,aamirkhans wife KiranRao REACTS to PM narendramodis demonetization move
2096,Thoughtful piece on demonetization and Development by Announcement edUAUBDedUBUD
2097,Those who had ingenuity of beating Indias Tax System will they not find the ways to circumvent demonetization cashCrisis netascashin
2098,A new kind of polarisation is taking place It may reset political equations and the results may be surprising demonetization
2099,Everyone in india rn Demonetization
2100,"See what Anna Hazare have to say about Demonetization and ArvindKejriwal

What do you think"
2101,"Retweeted Shashi Tharoor ShashiTharoor

Aim of demonetization laudable but Govt has no road mapcreate"
2102,"Retweeted Dr Shobha DrShobha

Demonetizationtaught me minimalism 

Less stuffMore happiness

Thank"
2103,LeT terrorists caught with newrupee notes Is demonetization going in right direction netascashin cashCrisis
2104,Demonetization Its just the beginning says PM Modi as BJP MPs endorse his crusade Worst is yet to come
2105,"narendramodi UCU

 ladies r managing demonetization perfectlyedUAUBDedUBUCedUAUBDedUBUD
SBI
PNB
AxisBank
ICICI
edUAUBDedUBUF
UUEUUUUUUEUUEUFUU
UCUFUEUEUUUUUDUUF…"
2106,Balubal firstpost pics will make u feel popularity of PMModi Atleast WorkingClass will curse ur…
2107,Even in urban areas looking forward to sane prices for regular joes thanks to demonetization
2108,"Retweeted Bahujan Samaj Party BspUp

Demonetization succinctly explained by Rebel Politik"
2109,Posted today alumna Mitali Nikore discusses how negative of effects of demonetization on women can be mitigated
2110,Even the terrorist have got the newnotes now what again discontinuenotes demonetization
2111,That is not an ad they are congratuting Pm for demonetization
2112,Sr VP of All India Bank Offcrs Confed holds Urjit Patel morally responsible for the demonetization chaos and related deaths…
2113,"Do check what I was saying demonetization ended fake currency and even ended violence in Kashmir valley 
edUAUBDedUBU"
2114,"DeMonetisation
Cong
TMC
Left
SP
RJD
AAP
JDU
BSP
 in a House ofmembers oppose demonetization…"
2115,"Now they all diverting our minds frm demonetization 

SalmanNizami tshamsi indscribe asadowaisi sabanaqvi"
2116,Indians know who is corrupt Corruption to go nil with demonetization in india
2117,"Retweeted Randeep S Surjewala rssurjewala

Critical question Was PayTM informed about Demonetization edict"
2118,Indians know who is corrupt Corruption to go nil with demonetization in india
2119,AtulEkIndian every single economist not bought is against demonetization amp cashless economy yet these fools are treating him like kuber
2120,Actually u never voted for Modi DEMONETIZATION
2121,Basically evil Moodi made people comfortable standing in queues as a result of demonetization Same people stood in queues to…
2122,narendramodi Sir given first hand experience showing no impact on blackcash demand in property txns Expect action demonetization
2123,Most significant thing about demonetization is that Modi has not shied away from hurting his own vote banks
2124,Doesnt matterBJP lost BIG time Panvel agricultural body polls where they not even on the board Demonetization
2125,Opposition parties may well be the real targets of demonetization good stuf from Jean Dreze
2126,Basically evil Moodi made people comfortable standing in queues as a result of demonetization Same people stood in queues to vote BJP edUAUBDedUBUB
2127,LeT terrorists caught with newrupee notes Is demonetization going in right direction netascashin cashCrisis
2128,It is best time to upgrade you amp your business for future BlackMoney IndiaAgainstCorruption Demonetization NarendraModi
2129,narendramodi sir plz dont listen to opposition party We Indians are with you So plz dont rollbackdemonetization
2130,I can see this demonetization plan failing with new guidelines being thrown at us every other day Can you
2131,SriSriRaviShankar roots for demonetization hails PMModi
2132,Demonetization I just coming from Noida almost all ATM are running condition on road side upto Meerut
2133,Demonetization has already started acting as a catalyst for Digital revolution and with it the digital
2134,"Retaining all seats of LS amp state in Bypolls by BJP has proved the peoples support on DeMonetization
No Support to Mamata amp KejriKaJuth"
2135,DeMonetization sunetrac I sufferedsneezes while dustingmy old notes ofampkept for medical emergency …
2136,So a story that tells you the flipside of the digital revolution Paytm and Demonetization are busy celebrating My phone got stolen yday
2137,CPIM opposes Coop Banks in West Bengal but supports them in Kerala Y Pawar Uturned on Demonetization
2138,Demonetization wont bring lions share of d black money from big fishes who ownof our wealthamphold lacs of crs in…
2139,"Demonetizationtaught me minimalism 

Less stuffMore happiness

Thank you Prime Minister PMOIndia 

Insights"
2140,haha amazing message from SirPareshRawal ji on demonetization
2141,Modi stop hiding from Parliamentplz announce how many more poor have to die to satiate ur foolish Demonetization
2142,Demonetization of high value currency is just beginning of government’s deep and continuous struggle against black mone…
2143,What seemed at first to be a masterstroke by PM Narendra Modi now looks like a grave miscalculation demonetization h…
2144,"edUAUBDedUBUDBohra community welcome demonetization edUAUBDedUBUDServing tea amp water to people waiting in Bank Queue edUAUBDedUBUDedUAUBDedUBUD
BohraOfGujratedUAUBDedUBUCedUAUBDedUBUD…"
2145,Demonetization Rscan be withdrawn from BigBazaar outlets using debit cards from Thursday reports ANI
2146,kamaalrkhan but recent surveys showIndians support demonetization
2147,If ppl are so angry wth DeMonetization that they wd NEVER vote for Modi again ArvindKejriwal MamataOfficial OfficeOfRG…
2148,Man ends life over fund shortage ahead of daughter’s wedding in Gujarat Demonetization
2149,news summary pmnarendramodi wants yourviews ondemonetization via hisapp
2150,RT RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly fishy and requires full disclosure…
2151,Almost asked the autowallah Kya aap card lete ho demonetization
2152,BJP Parliamentary meet Demonetization The beginning of struggle against blackmoney says PM NarendraModi
2153,Wow dowjones at k trumpeffect and we r languishing at k demonetization WealthManagement WealthPark Khambatta
2154,Modi demonetization explainedMr Bean style
2155,INCIndia RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly fishy and re…
2156,Our Equity Chief Mahesh Patil spoke to prashantnair on Demonetization on
2157,Demonetization wont bring lions share of d black money from big fishes who ownof our wealthamphold lacs of crs in foreign banksgold
2158,DemonetizationPaan shop owner gets fake Rsnote in Ahmedabad
2159,Weeks into Tragic DeMonetization justof Withdrawn currency has been replaced So much for Planning amp Execut…
2160,sanjayuvacha why is demonetization not being taken up seriously in the courts Why the delay Help us nonlaw people understand
2161,RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly fishy and requires full disclosure amp …
2162,RT INCIndia RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly fishy and requires full …
2163,"For d kind notice of Honble narendramodi ji Arunjaitely ji
PMOIndia
Demonetization 
Demonetizationeffect Pl expedit…"
2164,RT INCIndia RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly …
2165,INCIndia RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly fishy and requires full dis…
2166,RT INCIndia RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly…
2167,Jaitley declared RsL cashinhand this yearThen why hound ordinary ppl who deposits RsL inac DeMonetization
2168,Take the demonetization survey and pls put an honest reply to question numberKejriKaJuth
2169,Two weeks after Demonetization is it working SachinPilot GVLNRAO raghavchadhaPM CNNnews
2170,The latest Indias World
2171,"DeMonetisation
Cong
TMC
Left
SP
RJD
AAP
JDU
BSP
 in a House ofmembers oppose demonetization Majority supports"
2172,RT INCIndia RT rssurjewala Critical question Was PayTM informed about Demonetization edict by PM Its clearly …
2173,BJP Parliamentary meet Demonetization The beginning of struggle against blackmoney says PM NarendraModi
2174,BJP Parliamentary meet Demonetization The beginning of struggle against blackmoney says PM NarendraModi
2175,The latest The Political Akhara Daily
2176,The view from within On Indias massive Demonetization
2177,n So when the dust settles this demonetization will become part of life just like CNG Mobiles and deMaterialized stock trading now is
2178,"killed in Uri Attacks
Attack Pakistan Destroy Pakistan Nuke Pakistan
 dead due to demonetization"
2179,"note is like your spouse
while bringing you feel very happy
But later you realize you cannot exchange atmwithcash Demonetization"
2180,RT ZakkaJacob Two weeks after Demonetization is it working SachinPilot GVLNRAO raghavchadhaPM CNNnews
2181,Yes its not a week before the announcement of Demonetization This is in S L A P to antis CBN
2182,NooriBadat ArvindKejriwal TarekFatah One of the greatest achievement of Demonetization Many more positive benefits to follow soon
2183,NetasCASHIn Govt wants debate over DeMonetization but Oppn running away
2184,"Check outWill demonetization affect investments
 my new Canva design"
2185,Collateral damage of Demonetization
2186,Two weeks after Demonetization is it working SachinPilot GVLNRAO raghavchadhaPM CNNnews
2187,AmarUjalaNews Shame if people blame it on demonetization and not on our regressive society with its regressive customs Dowry
2188,"Demonetization KaththiSandai postponed until normalcy returns 

Read here"
2189,"These Kerala women are least bothered about demonetization Because they hardly ever seeandnotes 
weavers"
2190,Some folks are really taking MakeInIndia to the next level with DeMonetization
2191,"Day
HPCL TheOfficialSBI UPPTA AshutoshJindalS flytoak NotThatPilot PetroleumMin 
Distributedrs To…"
2192,As per C voters surveyppl have supported demonetization by reliable source DailyHunt
2193,Some folks are really taking MakeInIndia to the next level with DeMonetization
2194,n One can have a cynical view on demonetization but one should not loose the faith in the adaptability of fellow Indians in any situation
2195,Investment Willdemonetization affect your Investments
2196,BBCJustinR says India is through the worst of Demonetization things should start to improve quite rapidly
2197,"Day
HPCL TheOfficialSBI UPPTA AshutoshJindalS flytoak NotThatPilot PetroleumMin CHHOTA ATMsbbfs…"
2198,Indias Modi Didnt Do His Homework
2199,"CA MP Vijay Kumar ji CCM speaking on the topic of Demonetization
CAMDevarajaReddy NileshVik"
2200,gsmita Me too walked into ATMs twice since demonetization cud withdraw cash in less thanmins Nothing out of the world shilpitewari
2201,By jst sending voice msg or texting msg even a common man wouldve shared his opinion on demonetization thr mobile phone
2202,D Yes queues not a new thing for most Indians Why I am not lining up
2203,"I am yet to get anyrupee note but its already reached terrorists
demonetization"
2204,"Today morning i almost shivered to death while bathingamp all coz of DemonetizationMissionBlameMODI edUAUBDedUBUedUAUBDedUBU

KejriKaJuth KhonKhon"
2205,mukulranaopposition is literally going for demonization route towardsdemonetization amp shudnt it be called remonetization
2206,"Exclusive
harjivsingh talks about the effects of Demonetization on our economy"
2207,Acharya Devvrat calls on Prime Minister lauds demonetization
2208,Mgr HDFCbank cash being pumped into nationalised banks none hereMgr PNB cash trunks are empty RBI is not supplying demonetization
2209,BBC NewsIndia WhatsApp users fall for UN hoax on new rupee note
2210,Demonetization and GoodGovernance effectTrustBJP ModiMagic
2211,INSPIRING WajahTumHo actor GurmeetChoudhary SPOTTED waiting in a queue outside Bank noteban…
2212,"DeMonetization
To hunt crocodiles 
The pond was dried 
No crocodiles were found 
But the fish all died
anonymous…"
2213,WorldBank UN Now NarendraModi Hoodwinks You with Demonetization Survey
2214,Given the current wave of demonetization in the country the quickest way to double your money is to fold it amp keep it b…
2215,a good lawyer taking care of the Finance Ministry demonetization Queue Kyu Queue Kyu
2216,NageswaranNatarajan write provocatively on demonetization
2217,Congratulations India has gone back to barter system civilisationDemonetization notenahiPMbadlo
2218,A very positive development Better than demonetization
2219,Every honest citizen of India ready to bare small inconvenience due to demonetization ampare with PM narendramodi in fight ag…
2220,I fear SBI ATMsslowest machines ever amp fear has doubled post demonetization times what if machine simpl conks off toomuchworkload u c
2221,A service in India lets you hire a person to stand in an ATM line forrupees
2222,narendramodi we are jankibaat Where awe will give largest citizen videos on demonetization
2223,And the Oscar goes to MrUDUEUUU edUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUADdemonetization
2224,DeMonetization aimed to stop terrorists with cash but media reports show terrorists in JampK with new Rsnotes Fla…
2225,"Governments seriousness about black money Reality or a Sham
AnupamConnects speaks on demonetization"
2226,RBI Sets Firm Guidelines For Withdrawal Of Cash For Weddings demonetization
2227,I took part in the survey on narendramodi App amp shared my opinion on the Demonetization u can also do it now
2228,Demonetization Money blockedGovt no match for the huge public supportIt is because the act is real good
2229,Demonetization Paan shop owner gets fake Rsnote in Ahmedabad
2230,"I am planningweddings hunting guys ha ha 
acchhe dinfor Matrimonial amp wedding planners demonetization"
2231,"Cash crunch hits Asias biggest wholesale market

Azadpur Mandi comes to a standstill after demonetization 

cc Arvin…"
2232,Beautiful Guess only women from gods own country can protest like this demonetization
2233,"Its always good to be light
Try our Liposuction service
Visit"
2234,"Random Thoughts

Enough jokes on Demonetization also no more posts on politics or social affairs
Probably"
2235,People at airport too facing problem No cash available for exchange money They are also out of cash Demonetization h…
2236,But THE FUCK we should PAY for corrupt people crimes like whats the fucking point DemonetizationPunish them not us for Gods sake
2237,Non corrupt and common innocent people are suffering but black money holders are suffering more Okay i understand Demonetization
2238,Modi demonetization explainedMr Bean style
2239,Demonetization Paan shop owner gets fake Rsnote in Ahmedabad
2240,Effect on Consumer Goods and Real Estate by Demonetization ofandrupees notes in India Official Blog…
2241,Indiaways BlackMoney people hit with Demonetization netascashin CashCleanUp KejriKaJuth narendramodi
2242,Will Demonetization affect your investmentsPiktochart Infographic
2243,"Modiji killedcongressis outside banks blackmoney hoarders 
so not attending Parliament and crying 
demonetization htt…"
2244,msisodia sir can you share an analysis on how many people would have died in this month had there been no demonetization based on history
2245,"Modiji killedcongressis outside banks blackmoney hoarders 
so not attending Parliament and crying…"
2246,After Demonetization HomeLoans are expected to drop down toHappyHomes
2247,Narendra Modi wants you to answerquestionsDemonetization NarednraModi NarendraModiQuestion…
2248,deaths demonetization
2249,Demonetization IndiaFightsCorruption Immense courage needed to take such a momentous decision arunjaitley narendramodi PMOIndia
2250,"Demonetization effect 
Here comes another batch of Maoists
Keep on watchingMore to come
NoMoneyYaar"
2251,This will win your heart Bank Staff Flower Demonetization
2252,Retaining all seats of LS and state in Byelection by BJP has proved the peoples support on DeMonetization It should be above politics
2253,"Besides aam aadmi demonetization takes a toll on the bank employees too not in all States though
newsflicks mailtoda…"
2254,RT allstartupsin How startups amp SMEs are impacted by demonetization survey LocalCircles rsardana sangwansuj…
2255,AAP CM and App PM war demonetization
2256,"Plane full of cash held at Nagaland airport
Demonetization BlackMoney"
2257,AAP CM and App PM war demonetization
2258,The latest The I Eliminate Jobs Daily
2259,The latest Sricharan Planet
2260,Bhakts at Indiarising circulating a fake letter to promote Modis hasty antipoor demonetization drive Just
2261,"KejriKaJuth narendramodi Blackmoneysurgicalstrike
An indepth Article on demonetization
Ans to ques from wher…"
2262,Amidst all the DeMonetization movement no one appreciated Bihar CM NitishKumar for supporting this action
2263,"Plane full of cash held at Nagaland airport
Demonetization BlackMoney"
2264,"narendramodi I am from West Bengal and I support your demonetization
 I am fed up with our CM Mamata Didi"
2265,Demonetization OperationAgainstBlackMoney Demonetization Myths BustedTaxGuru
2266,demonetization It is devoid of Logic to print Rs notes instead printing of new Rs notes should have kicked off in full vigor
2267,"Retweeted DNA dna

DemonetizationATMs recalibrated to dispense new notes"
2268,"Retweeted Urjit Patel RBI News UrjitPatelRBI

What do think of the demonetisation of notes demonetization poll RBI Modi"
2269,unsubtledesi Demonetization Scam in UP busesnotes to govtExchanging money of corrupt
2270,NetasCASHIn Govt wants debate over DeMonetization but Oppn running away
2271,"unsubtledesi Demonetization Scam in UP buses 
BusConductorBC m not accepting it
But they giving"
2272,"Bezwada Wilson on demonetization and manualscavenging 
 DemonetizationMythsBusted"
2273,Lalit JoshiAfter Demonetization Good Governance from Babudom is required for Transforming India…
2274,Dont know about the NM App but MrModo has already won the battle of Demonetization
2275,NetasCASHIn Govt wants debate over DeMonetization but Oppn running away
2276,unsubtledesi Demonetization Scam in UP busesGovt has allowed to usenotes to travel n
2277,Well after standing in the queue for hours I got added inwhatsapp group atm queue buddies and bank line friendsdemonetization
2278,Effects f Demonetization ANInews OdishaMaoist supporters includingwomen surrender before the police in Malkangiri district
2279,vasudhaET A very important person to approach on crucial issue of Demonetization which will effect our economy…
2280,"Retweeted Ankit Lal AnkitLal

Full video of ArvindKejriwals interaction with people on DeMonetization"
2281,These jokers were feeling left out with all this high brow demonetization talk
2282,Demonetization changed my life This Kashmiri Muslim’s Letter to PM Modi is going Massive Viral
2283,"Demonetizationwhat do you mean

It seems ki tere baapu ka Sara paisa is of no use now"
2284,AmitShahinnocent people have been died so far due to demonetizationis this matter of joy and pride Shah ji
2285,With the initiative of Demonetization LifeInsurance is indeed the need of the hour Think wise go ahead amp secure y…
2286,"PMOIndia rajnathsinghwhy you are not asking for details of death of persons because of Demonetization 
This i…"
2287,Slow claps for everyone speaking against Demonetization and finding people to park their BlackMoney Yea this was…
2288,DemonetizationATMs recalibrated to dispense new notes
2289,Poor Print Quality evident much like modi govt’s Planning amp Execution of DeMonetization exercise…
2290,"Retweeted Dr Kumar Vishvas DrKumarVishwas

And the Oscar goes to MrUDUEUUU edUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUADdemonetization"
2291,"KejriKaJuth narendramodi Blackmoneysurgicalstrike 
An indepth Article on demonetization
Ans to ques from where…"
2292,IndiaFightsCorruption The honest feel vindicated by the historic move on Demonetizationarunjaitley jiBJP P…
2293,PreetiSMenon dont waste time come out with some fake stories of demonetization thats what u r best at SanjuVerm…
2294,Its amusing to see people who have elected Trump and opted for Brexit are giving gyaan on demonetization D
2295,So Modiji wants peoples views on Demonetization through an app survey But and get this theres NO option to Disagree on any question
2296,A way to vent your anger Demonetization
2297,Whatever gud bjp has done dmtn for Now seems a wasted exercise bec h wk not done Notes shld have bn prtd b d announcement Demonetization
2298,Reshaping India through startupsWays to advantageously use DeMonetizationamp disruptive challengeNov pm …
2299,The chief cretin of CNN NEWStrying to incite villagers who are all for demonetizationSnub him
2300,afterdays of demonetization today Ive no currency ofrupee notes nor any new currency but still I support demonetizationdo You
2301,"CashCrisis YATRA CNNnews 
If at ground zero citizen is helping citizen then which aam aadmi is affected by Demonetization"
2302,Aliens have take charge of India despite unpopular demonetization People are rooting for BJPINDIA
2303,YearOfRat YRDeshmukh Im told only Pondicherry result is because of Demonetization
2304,Our Equity Chief Mahesh Patil spoke to prashantnair on Demonetization on CNBCTVLive today
2305,Anyone claiming demonetization is a grand failure or success at this point is selling snake oil to gullible massesWait f…
2306,Blow to Modi Wave receding young dont support his SwachchBharat and Demonetization initiatives
2307,"You have been warnedThe Indian Express
Interesting read if u value different views n analysis 
demonetization"
2308,"When senior level politicians fight like school kids 
demonetization currencyban 
ShashiTharoor AnupamPkher"
2309,After Demonetization HomeLoans are expected to drop down toHappyHomes
2310,narendramodi MannKiBaat Sir I just wanted to let u know that I a Common Man fully support ur Demonetization measure Dont loose heart
2311,I took part in the survey on narendramodi App amp shared my opinion on Demonetization You can also do it now
2312,SanjuVerma integrity amp PreetiSMenon r not related she might be cooking something for demonetization e la leather bag meerasanyal
2313,"ArvindKejriwal rally against demonetization 
Do people really support it Watch to find out both sides…"
2314,"When entire nation is behind ATM centres I lost my Wallet with all my cards and IDs 

ATM Demonetization"
2315,The final video recording of panel discussion on demonetization featuring suchetadalal EconomistDK amp patelameet
2316,Whenever I look at the demonetization survey I think of my Research Methodology professor giving me aif I used such leading questions
2317,These jokers were feeling left out with all this high brow demonetization talk
2318,Let bank deposit enough of money in atms insisted of cashless or not working currencyban demonetization publictvnews tvkannada
2319,Doesnt matterBJP lost BIG time Panvel agricultural body polls where they not even on the board Demonetization
2320,This is not at all sign on failure of Demonetization its actually sign of local support to terrorist
2321,in india there is a digital dividecongruent to a class divide many ppl who have accounts doesnt use cards demonetization
2322,RjHarshil Paytm Helps me amp my family in the time of demonetization so I support PMOIndia as this called DigitalIndi…
2323,People elected narendramodi Ji for Parliament his partys MP elected him Leader So He is PM amp answerable to Parliament on Demonetization
2324,"Nitish Kumar opnly supprts Demonetization take Red Jacket guy as Nitish in d clipLMAO
vivekagnihotri…"
2325,BJPUPBSPUttarPradeshsamajwadipartyIYCDemonetizationwhich party is more likely to win the max number of se…
2326,I took part in the survey on narendramodi app amp shared my opinion on the ban on old notes
2327,private hospitals should have been included in the institutions which accepts old notes demonetization
2328,Demonetization and the real estate industry
2329,Looks like SP has run out of funds edUAUBDedUBUAedUAUBDedUBUAdemonetization
2330,We are ready to discuss amp are open to suggestions from opposition but demonetization will not be rolled back Arjun Ram Megh…
2331,"Black market guys charging for blackmoneyagainst 
all are making money demonetization"
2332,This is not at all sign on failure of Demonetization its actually sign of local support to terrorist
2333,Stupid socialist nations dont have foolproof right to property Demonetization proves India is socialist Shameful
2334,moneycontrolcom prices are going to fall for sure as hoarders will come out with the stocks after losing money to Demonetization
2335,All good Citizens should support DeMonetization and related initiatives by the Establishment to curtail Indias social amp econ…
2336,Fresh currency notes recovered from slain militants in Bandipora KashmirDemonetization
2337,"demonetization
 the avg indian wants corruptn free india So in d name of black money everybody agrees despite utmost hardships"
2338,"Longterm amp Positive Effects of demonetization on Real Estate Sector of India
See more"
2339,PreetiSMenon dont waste time come out with some fake stories of demonetization thats what u r best at SanjuVerma meerasanyal
2340,Impact of Demonetization on various AssetClasses in India
2341,Given the current wave of demonetization in the country the quickest way to double your money is to fold it amp keep it back in your pocket
2342,I can assure you all that your sacrifice wont go in vain PM Narendra Modi in Agra Uttar Pradesh BlackMoney demonetization
2343,"By supporting Demonetization Anna Hajare Proved that KejriKaJuth amp always spreads false Propaganda

Rt if agree"
2344,How startups amp SMEs are impacted by demonetization survey LocalCircles rsardana sangwansujata BabuBeg
2345,Meltwater analysis on industrywide reactions over Demonetization on digitalmedia realestate travel wedding
2346,PM narendramodi wants your views on demonetization
2347,Reshaping India through startupsWays to advantageously use DeMonetizationamp disruptive challengeNov pm…
2348,Rs s new currency recovered from a TerroristJust pointed out as ModiJi said Demonetization will help to fight against Terriorism How
2349,TrueWhatsApp forwards on demonetization convinced many gullible there is no blunder andModi as messiah will do…
2350,PM narendramodi wants your views on demonetization
2351,"By supporting Demonetization Anna Hajare Proved that KejriKaJuth amp always spreads false Propaganda

Rt if agree"
2352,Why demonetization was needed and its overall impact
2353,Demonetization also WINs
2354,Aliens have take charge of India despite unpopular demonetization People are rooting for BJPINDIA
2355,At ATM in Gurgaon with newrs Note the huge queues Total number of people in queueATMqueue…
2356,Meltwater analysis on industrywide reactions over Demonetization on digitalmedia realestate travel wedding
2357,"In lieu of demonetizationa big win
Congrats CMMadhyaPradesh"
2358,"Demonetization move has dealt a body blow to the nefarious designs of PakistanSeparatist nexus

KashmirUnrest…"
2359,what about the unaccounted money in the nonliquid assets demonetization
2360,What if UID Demonetization
2361,NDA Win Bypolls than INCIndia AamAadmiParty ArvindKejriwal in shock no demonetization effect means People of India anti nation
2362,PTINews Demonetization is one of biggest steps towards BLACKMONEYamp CORRUPTION in India
2363,"Bypolls BJP retains Lok Sabha Assembly seats in MP
what about congress which raises the demonetization issue in…"
2364,"Demonetization Some shows have been cancelled in NCPA Mumbai 
Must watch ManganiyarClassroom onNov
Dont let this oppor…"
2365,corrupt once is corrupt alwaysdemonetization
2366,Demonetization positive for investment ExRBI Guv D Subbarao hails move
2367,Abdul Hadi ShaikhCEO of
2368,But Modi amp Chamchas told Terrorism wiped off after Demonetization
2369,for more people to get into banking system demonetization helps atleast financial literacy would improve
2370,ManUtd adidas offer Messi of FCBarcelonaof deposits in Indias banks in lastdays staggering…
2371,First killed now beaten next put jail demonetization OfficeOfRG digvijaya RahulGandhi
2372,Demonetization People in northeastern states welcome PM Modis move against black money
2373,New Delhi AamAadmiParty demonstration against demonetization
2374,New Delhi AamAadmiParty demonstration against demonetization
2375,New Delhi AAP demonstration against demonetization
2376,New Delhi AAP demonstration against demonetization
2377,Demonetization Woes
2378,Demonetization RBI gives borrowers extradays to repay home car loans up to RsCr …
2379,"PM Modis demonetization move has received massive public approval

Why are KejriPappuDidiTypes so worried abou…"
2380,How would demonetization impact Indian realestate Industry experts share their insights via RealtyEt
2381,PMOIndia day in Assamabsolutely no issues with respect to demonetization Sitting in Mumbai I usethink may b but not at all happy
2382,It is fact that unprepared Demonetization has severely affected common man and economy regardless to debate in favor or against it
2383,Dont believe what you randomly read on SocialMedia about Demonetization Give it some time GoodThings take time
2384,A positive story for demonetization
2385,Following Demonetization of RsK notes and launch of RsK notes
2386,Where advertising failed to cut cigarette smoking Demonetization created a cash crunch and cut cigarette sales by
2387,"sNarendra Modi Meeting People To Understand Their Problems 
DemonetizationIAmWithModiSupportModi"
2388,Kya yeh sach hai Kejri jiSurprisingly after demonetization Aaptards moronic trends also stopped KejriKaJuth tweetlikekejriwal
2389,Destruction and Inefficient and Incapable demonetization
2390,"MSMEMinistry to meet industry representatives on Novto discuss impact of demonetization
MyMSME…"
2391,Chaos incited to destabilize demonetization for ballot gain is countrys ill luck Help people if at risk We are Gov not Modi YugaYatri
2392,Ramesh Nair COO Business amp International Dir JLL India speaks on demonetization amp realestate to NDTV Profit …
2393,Chaos incited to destabilize demonetization for ballot gain is countrys ill luck Help people if at risk We are Gov not Modi PMOIndia
2394,"demonetization bulletin 
Severe liquidity crisis continues Dire shortage ofReconfigured ATMs useless bcozonly"
2395,"Catch ArvindKejriwal talking to rohitvarghese 

RIGHT NOW on MirchiDelhi 

demonetization"
2396,demonetization India going great people enjoying the time if gets more liberty than will be all over like position as before
2397,more pleasant reading news about Trump or Brexit than insensitivehigh and mighty tweetsnewsopinions ignoring tragedies demonetization
2398,TipTuesday TT Did You Know Earning Could be Fun Play amp EARN Connect The Clocks
2399,Abdul Hadi ShaikhCEO of
2400,Dont believe what you randomly read on SocialMedia about Demonetization Give it some time GoodThings take time
2401,paawan in conversation with the folk at Mumbais fish markets Do watch Demonetization cashless
2402,rssurjewala No they read about Demonetization in National Herald and were enlightened
2403,So BJP TMC and AIADMK all win bypolls Mamata claims verdict against demonetization BJP claims for Wonder what Congress thinks
2404,paid for my motorbike servicing by a cheque yesterday ive never done this before demonetization
2405,KTRTRS RT MinITTelangana Telangana govts innovative solution to help farmers affected due to Demonetization
2406,Two weeks since demonetization now cues slightly ease at Banks amp ATMs Still larger nos in patient cues than at thi…
2407,BJP says that Bypolls results shows peoples support for demonetizationNo such thing People tend to voteruling party in Bypolls
2408,Just saw a guy who was standing in queue forhour only to withdraw UB to reach his home Sad isnt it NoteBan Demonetization
2409,Spam Alert CashNoCash WhatsApp videocalling and iPhones video link
2410,Kind of what demonetization has done eh Ask Arvind sharad mamta edUAUBDedUBU
2411,"Demonetization
Akhileshnot goodblack money is good
Rajappl dying in q
Pinarayiagenda to kill coop banks run by concommie…"
2412,Every caller on NewsX is supporting narendramodi on Demonetization RShivshankar
